tokens,rewards
"17,17,17,17,16,17,15,17,13,17,17,17,6,3",0.014941534948921776
12,0.0
"16,17,16,16,17,17,15,4,17,17,17,17,6,13,0,16,2,9",0.0
"17,17,17,17,14,7,14,17,17,15,17,16,16,15,15,6,1,11,11,9,0,12",0.00132886581302858
5,0.0031784932657680557
"17,16,17,7,14,14,6,10,11",0.0025983240809677754
"16,6,17,17,17,14,4,13",0.0015133227684823469
"14,15,17,16,16,17,15,3,17,17,11,8,16,16,17,7,5,10,13,2",0.0015632386626882283
"16,3,15,0,16,17,2,15,8,17,6",0.0031901511334099454
"14,6,14,17,16,2,16,16,10,16,17,17,17,17,3,7,11,7",0.0025966373546257595
"15,15,16,16,4,16,7,17,13,0,13,17,11",0.002607373279151544
"14,17,17,17,17,15,14,14,8,15,17,17,12,0,12,9,12",0.003351637192229469
"17,17,14,15,14,17,2,17,16,10,14,14,17,4,13,14,13,4,12,6",0.003188300909457055
"14,17,13,14,2,17,15,5,15,17,2,16,6,13",0.00289409440748402
"17,15,16,16,17,15,17,15,17,5,16,7,14,17,4,17,11,2,13,9,17,11",0.0
2,0.0015019555163405822
"16,17,17,17,15,14,17,16,16,17,15,17,16,16,17,9,3,4,3,11,3,8,0,0",0.002314664646092446
"16,7,14,17,17,0,16,1,16,15,17,8,16,2,1,15,1,8",0.001330680962495926
"17,17,17,16,17,16,15,3,16,16,14,8,16,17,6,17,3,1,11,12,11",0.0026134949679451967
"15,2,17,16,16,17,14,2,14,15,15,17,8,6,14,3,4,7,4,9",0.002596624388295216
"16,4,17,17,17,14,5,17,4",0.0026739126398078747
"16,1,15,14,17,14,17,17,16,1,12,5,16,17,14,7,8,10,9",9.133917765677644e-05
"16,8,15,17,9,17,11",0.003178277844264386
"17,17,15,15,15,17,12,4,14,17,15,2,14,2,5,0,2",0.002596624388295216
"17,15,17,17,0,17,17,16,12,14,16,11,5,0",0.003065999284600167
"16,17,15,14,17,17,15,11,16,17,17,17,17,15,15,13,9,3,2,5,10,3",0.0
"17,17,17,16,17,16,15,16,16,11,17,0,17,1,12,0,0",0.0014251652513041393
"17,17,17,15,16,5,17,16,10,16,12,17,16,14,17,11,7,10,12",0.002774142611479434
"17,15,14,17,0,0,14,0,15,9,17,14,2,17,10",0.0023682884496948665
"16,9,14,17,15,14,15,17,7,0,17,14,14,15,2,2,16,1,13,4,12,4",0.0
"17,14,17,15,8,13,17,16,16,12,17,17,17,10,0",0.0
"17,15,8,14,14,1,16,15,17,2,14,14,17,8,0,6,4,11",0.001589022968024106
"17,17,15,17,16,14,0,15,17,0,14,15,17,2,16,4,16,0,13,2,9,12",0.0029999810440758203
"17,15,14,17,17,15,9,14,17,17,4,1,14,1,2,7",0.0
"14,15,14,1,14,7,17,17,15,16,13,17,17,13,0,6,7",0.0031782863471912204
"16,16,13,14,17,16,17,1,17,2,15,9,16,14,5,2,13,7",0.014601118634088901
"17,14,17,17,17,14,16,0,17,16,15,17,0,17,10,17,6,5,5",0.001785587205879499
"17,16,17,16,4,15,15,10,8,17,17,9,7",0.0022027177384227547
"14,8,17,14,17,17,16,16,16,17,17,17,5,4,2,9,2",0.0014678258242951131
4,0.002204482392029897
"17,17,14,17,17,16,17,15,17,17,10,17,0,16,14,17,8,10,13,13",0.002596624388295216
"16,0,17,16,17,5,14,17,14,1,17,17,14,2,1,5",0.0033842919855698373
"17,17,17,17,17,15,17,16,0,12,3",0.0
"14,17,11,15,17,17,17,3,16,4,14,1,17,17,0",0.0022964191251578603
"17,15,16,16,17,17,14,17,16,15,15,17,14,14,17,8,0,3,10,0,9,13,3,8,10",0.0014499134161016702
"17,15,0,16,15,15,9,15,15,16,14,15,2,10,17,13,6,1,2,8,7",0.0016083823037005953
"17,14,17,17,4,17,14,16,10,15,17,17,14,15,0,15,9,10,1,5,4",0.002204482392029897
"16,14,7,17,17,6,16,17,15,1,13,17,2",0.002438131340326089
"14,4,16,17,0,17,17,9",0.004239841689782067
"17,15,11,14,10,16,5,6",0.0021621024473579345
"17,14,16,4,15,14,9,15,16,17,17,9,5,7,1,6",0.001147734414256541
"17,16,17,10,14,14,14,17,12,13,16,17,17,15,15,13,4,13,0,1",0.005294840873618349
"15,3,17,14,17,15,16,2,0,17,14,14,13,17,14,8,1,0,11",0.0029358221479917563
"17,15,16,7,14,17,17,10,17,17,14,14,17,17,13,12,7,3",0.0014410647712623252
"16,17,14,17,17,15,13,15,16,17,16,17,9,13,12,0,4,2",0.002771421538685945
"15,14,17,14,17,6,17,12,17,6,17,14,16,5,9,7",0.002596624388295216
"17,17,17,17,17,17,15,5,5",0.0031784932657680557
"17,16,16,10,17,3,17,0",0.002580842351523011
"14,4,14,10,17,17,17,17,13",0.002363377462660783
"15,15,17,17,17,17,0,17,14,16,16,17,8,14,3,12,12,3,9",0.002504860203795894
"16,16,17,11,17,9,17,14,16,17,16,17,4,3,10,5",0.0021324298739474863
"17,17,17,17,17,14,16,7,15,17,17,8,12,3",0.0026024190749130006
"15,4,17,17,15,4,17,2",0.002596286509807061
"14,3,15,14,6,17,17,14,17,17,15,17,14,17,11,5,5,5,9",0.0025966336499466764
"17,17,16,17,17,17,12,15,17,4,3",0.003875575010326937
"16,15,2,16,16,17,17,15,0,2,16,9,15,1,0,1,5",0.0014444708401925802
"16,6,17,14,12,17,16,12,5",0.0
"17,17,14,17,17,17,1,17,17,14,7,16,8,14,1,17,3",0.002596624388295216
"16,15,17,10,17,15,3,5,17,17,17,9",0.002954691558198861
"15,15,12,2,15,16,17,17,7,4,16,17,14,0,1,9",0.0021030463798385256
"14,15,17,17,2,13,17,15,14,15,15,14,14,17,0,10,8,1,6,2,9",0.003520132165177989
"17,17,14,10,16,15,7,10,16,15,16,7,3,9,7",0.0025849020821629588
"15,16,14,1,17,12,6,17,17,17,9",0.0026004922360303912
"16,17,10,17,2",0.002891307946367341
"17,17,17,16,15,11,1,15,16,11,13,0",0.003375641498612101
"17,16,12,15,16,17,17,16,9,17,17,13,6,17,0",0.0031444231840740146
"14,14,15,16,6,17,16,17,17,17,16,17,14,12,6,8,10,1,11,2",0.002450334054565795
"17,14,17,15,6,4,15,13,14,17,16,14,11,4,8,5",0.0007598646717203698
"17,16,14,16,17,16,6,16,14,17,15,15,17,16,17,6,8,9,11,0,12,5,7,2",0.0031265871645369033
"17,17,16,16,14,5,17,16,14,17,12,0,11,5,7",0.003180578126296795
"17,16,17,2,17,17,12",0.003919579700453659
"14,15,15,0,17,17,17,10,17,17,16,16,4,6,12,1",0.0007118080806745209
"15,17,9,16,14,14,3,12,14,17,16,1,14,10,0,4,2",0.002665612138787586
"16,10,17,14,16,9,17,12,2",0.0
"14,17,15,15,17,16,17,11,14,17,10,14,17,17,14,4,12,3,11,6,2",0.0025568648749079944
"17,16,15,17,14,14,17,15,11,16,9,17,8,4,17,0,0,2",0.0030177440715824706
"15,17,7,17,17,16,17,17,9,17,2",0.001266476921285067
"15,14,2,17,3,16,9,14,13,17,15,12,13",0.0028594642838432652
"14,17,9,17,17,16,4,17,16,14,16,0,15,2,17,4,8,1",0.0025019537567952093
"17,17,17,17,14,16,17,1,5,17,16,10,9",0.002596624388295216
"14,14,2,14,8,17,17,17,5,7",0.0031782863471912204
"17,17,16,17,10,16,14,4,14,15,17,17,17,4,17,11,5,9",0.0
"16,15,0,17,14,13,17,7,16,14,17,17,7,7,2",0.0014702020176012279
"15,17,17,10,15,15,3,9,17,17,15,17,2,10",0.002596624388295216
"17,15,17,17,15,17,15,11,17,17,12,2,9",0.0
"17,17,17,14,10,17,17,17,16,16,15,17,16,17,2,10,12,6,9",0.0
"15,17,17,2,14,17,14,1,16,17,16,14,4,2,4,3,12",0.002601888227456497
"14,14,17,7,15,16,16,14,1,14,9,6,17,2,12,7,1",0.0014464334976104023
"17,17,14,14,12,12,17,17,15,14,3,17,12,14,1,6",0.002596624388295216
"14,0,17,17,17,15,0,17,15,17,5,16,17,17,10,0",0.0014956892100268155
"17,16,17,15,6,15,2,17,15,17,17,15,4,5,2,1",0.0028059248181737588
"17,14,16,17,14,16,4,8,17,12,8,17,15,15,7,9,0",0.0
"16,17,17,3,17,16,13,15,17,15,11,10,6",0.001773120293262143
"15,17,17,17,15,3,15,15,17,17,12,15,11,2,8,11",0.0043596025381560325
"14,17,4,17,14,17,17,7,17,11",0.0022023628825337156
"16,17,0,17,16,17,15,17,17,1,15,2,17,6,11",0.0014956892100268155
"17,14,8,17,17,17,17,14,1,17,17,16,14,17,13,15,4,9,3",0.0
"17,14,2,17,14,17,11,0",0.0014651300334978504
"17,17,17,17,14,17,17,17,3,17,17,17,10",0.0025832737669764117
"17,17,17,17,17,17,16,17,11,14,14,16,15,17,14,0,9,7,2,4,6",0.003201169810202247
"14,17,14,16,11,13,7,17,17,6",0.002596624388295216
"14,17,1,14,0,17,17,9",0.0011057913276788726
"17,17,14,8,14,16,9,17,16,17,9,17,3,17,9",0.0029741210614343924
"17,16,8,14,9,17,16,16,17,7,14,3,17,15,9,13,11",0.0014782510531350448
"17,16,16,17,10,16,17,14,16,3,6,7,17,12,7",0.002596624388295216
"16,15,14,17,10,4,17,17,0,17,17,13",0.015187661704915829
"14,15,13,14,17,14,17,14,17,17,11,16,8,1,10,17,5,1",7.216498227037595e-05
"14,7,17,16,17,16,0,1,15,13,14,6,17,9",0.0011144525539058979
"16,14,4,17,17,4,10",0.003655093552989749
"14,8,17,15,15,15,10,16,1,16,17,17,11,5,12,10",0.0020846968273018603
"16,4,15,5,14,3,14,1,16,1,16,12,11",0.0022047173290948587
"15,17,14,7,1,15,17,14,4,17,15,15,15,0,1,5,13,6",0.0028869409554125335
"14,6,15,17,5,17,15,12,17,17,16,11,12",0.0025966410593154144
"16,8,14,6,17,14,14,17,17,6,14,1,3,3",0.0023378261443468312
"17,17,14,9,14,4,17,17,17,12",0.002596624388295216
"15,17,17,12,17,17,17,17,17,14,15,17,15,5,17,0,2,12",0.0013148591860946504
"14,17,15,17,10,15,15,13,15,17,15,16,0,16,17,15,14,4,9,12,2,5,7,13,4",0.002596624388295216
"17,17,17,16,14,16,15,16,14,17,5,13,14,17,17,1,12,7,2,10,0",0.0010818775211610093
"17,17,14,15,17,9,10,6",0.003172509193066412
"16,16,0,2,15,6,17,14,17,8,17,16,16,3,10,11",0.0014781545072710444
"15,5,16,2,17,15,3,15,16,15,8,10,7,17,16,7,12",0.0031784932657680557
"17,15,12,15,10,16,8,17,15,3,16,17,12,17,5",0.004203732015522176
"14,17,14,15,15,15,17,4,17,14,7,3,16,17,16,2,3,6,7,8,3",0.0026743064164146267
"17,14,16,17,14,17,10,15,17,17,14,16,4,9,17,16,3,5,8,11,6",0.0
"14,17,6,16,14,16,5,17,3,2,12",0.0025549742423612433
"14,14,6,17,14,4,16,8,5,11",0.003177076554708296
"17,16,17,17,4,16,7,16,16,14,7,17,9,14,15,5,6,10,9",0.002596624388295216
"17,17,14,17,15,16,17,4,6,5,17,16,17,1,9",0.002596624388295216
"17,17,17,17,14,17,14,7,7,16,17,17,3,1",0.002596624388295216
"17,17,14,15,15,8,17,5,14,8,17,15,16,1,2,9,17,10",0.001974078646690512
"17,17,17,16,17,17,15,15,5,17,15,17,5,10,2,0",0.0013366370967233478
"15,14,16,14,8,17,16,14,2,17,17,14,15,3,13,8,11,4,0,9",0.002966231579522585
"16,15,8,12,16,17,14,12,14,17,3,9,17,16,17,1,13",0.0
"15,17,4,14,13,10",0.0017839347448973316
"14,13,16,12,16,14,17,15,14,11,1,15,14,3,6,8,13,4",0.001406354761164985
"17,17,17,17,17,17,15,14,15,10,10,17,3,16,6,2",0.0023534670439639923
"14,17,17,7,17,4",0.0020013611877947556
"14,15,17,9,7,8",0.0031726758191183094
"15,15,17,16,8,1,17,4,16,7,7",0.0025966299452781644
"14,12,14,17,3,15,14,17,17,16,17,16,15,14,15,8,0,12,3,10,1,2,11",0.002854575083951171
"17,17,17,17,14,7,17,17,14,15,15,9,3,14,7,6,5",0.002596624388295216
"15,0,14,17,14,1,14,17,17,9,15,0,10,16,6,12",0.0025979086835097747
"15,10,16,7,17,16,13,17,11",0.0017928156338288229
"15,15,17,16,15,17,14,15,17,10,15,16,17,5,12,17,6,3,10,5,4,5",0.002596624388295216
"16,16,16,17,6,6,12,17,17,17,17,16,6,7",0.0
"14,7,17,17,17,14,16,0,1,14,16,17,15,3,4,12,2",0.00132886581302858
"15,17,15,16,7,17,0,13,17,14,3,8",0.0019146828467944154
"17,16,11,15,7,15,16,17,17,4,16,17,17,7,9,2",0.0026071995954543045
"16,9,14,17,6,17,14,15,17,15,16,15,13,12,3,4,1,6",0.0
"14,17,17,17,13,17,15,6,17,14,16,16,16,9,11,16,1,10,6,11",0.0024767986313772514
"17,17,15,6,9",0.003172509193066412
"17,16,14,15,17,17,17,17,17,3,15,15,17,12,1,7,5,9",0.0029687530584681233
"16,17,15,16,17,3,11,17,15,14,17,17,17,17,3,6,6,9",0.0
"17,17,14,16,15,17,15,17,17,17,15,15,17,7,0,13,6,2,4,11",0.0044843372417579415
"17,17,17,16,15,17,15,17,17,14,11,16,17,16,17,4,0,8,13,3,4",0.002325459752328729
"14,17,2,17,16,2,17,14,4,17,8",0.002596624388295216
"17,17,17,15,14,17,14,14,16,4,9,17,14,7,3,3,13,2",0.0006505077504075165
"17,15,17,16,17,17,16,15,0,17,15,15,0,12,3,3,9,4",0.0
"17,17,16,8,17,17,15,14,17,7,17,17,17,14,16,14,7,6,8,7,2",0.003178277844264386
"17,17,14,1,15,4,15,17,17,11,7",0.0026403942601890933
"17,14,13,17,14,4,16,17,3,15,6,17,6",0.03508572403400529
"17,17,17,17,14,17,6,15,17,15,17,8,1,5",0.0031772691532096302
"14,17,9,16,15,9,17,9,16,15,1,15,17,9,16,1,5,2",0.0014373336748779689
"14,15,15,14,14,16,17,16,17,15,0,0,2,17,4,0,9,5,0,10",0.002590967276105316
"17,17,17,14,17,11,17,13",0.015351262670650965
"14,16,17,14,17,17,6,17,14,15,17,17,16,15,10,11,5,5,5,5,11",0.001250893495353824
"15,9,16,17,7,17,17,17,0",0.0011358946890149607
"15,3,14,14,17,14,17,17,11,17,17,17,15,7,9,3,8",0.0031699130274002803
"16,5,17,17,14,14,16,7,13,17,2,16,16,17,3,3,0",0.0024357997901906965
"16,10,15,17,9,14,17,14,12,14,12,8,12",0.003655093552989749
"17,17,14,17,17,5,12",0.0012170919568727143
"17,16,17,15,16,14,7,17,16,14,17,16,1,0,4,13,1,7,0",0.002596624388295216
"14,4,14,15,14,17,17,15,16,17,17,11,17,16,6,13,6,13,10,13",0.0030803215152197462
"15,9,16,12,17,16,8,16,6,17,14,16,2,9,10",0.0
"15,17,3,15,16,13,17,5,17,2",0.0034064165904515945
"15,7,17,17,16,17,17,12,14,3,17,16,15,17,2,17,12,11",0.0025543461511722833
"17,17,17,17,17,15,8,7",0.0014178529768927206
"17,15,12,17,17,17,17,16,13,6",0.002895547283709478
"17,14,1,15,17,16,15,15,17,15,0,7,1,10,9,14,9,0",0.0
"15,4,17,15,11,17,17,15,16,14,17,17,0,8,17,9,11",0.0022217946603631834
"17,16,17,14,17,9,14,14,14,17,3,14,14,4,15,17,17,9,2,1,3,12,4",0.0019863247035871124
"17,17,17,17,14,16,10,7,14,16,7,12,14,8,5",0.002596624388295216
"15,1,17,17,17,17,17,17,14,14,1,17,0,14,17,0,8",0.0027901995415429708
"17,16,11,17,15,17,17,14,14,15,17,17,17,17,0,2,1,11,4",0.002596624388295216
"17,16,11,15,16,16,15,17,17,2,7,17,17,7,13,5",0.0026009939512599456
"14,5,15,11,17,17,14,17,17,14,17,14,5,0,16,6,3,11",0.0013115572498023904
"17,16,17,16,17,0,17,16,17,5,1,15,14,16,7,10,11,1",0.0028168466636257525
"17,17,17,16,17,2,15,17,15,14,14,14,17,10,0,8,13,12,13",0.0010256946064209657
"17,17,16,17,11,17,17,17,17,16,14,13,15,10,9,4",0.0012160125410450018
"16,17,16,15,10,17,11,17,15,5,17,10,4",0.0021985579996961747
"17,17,17,14,3,16,14,15,14,15,17,17,17,17,15,15,0,2,2,4,5,2,10,12",0.0031748211710631107
"17,17,17,16,17,8,17,6",0.0031771133732047393
"17,15,14,17,14,16,15,14,17,16,15,17,9,16,3,9,5,14,1,13,4,6,5,4,5",0.002759708259412576
"17,14,3,14,17,15,8,17,10,9",0.0022495387974850348
"17,17,15,2,16,15,6,15,15,14,17,7,17,13,3,17,11,9",0.0014373336748779689
"17,14,9,17,15,15,14,10,12,15,16,17,17,15,5,1,6,17,3,1",0.0
"15,10,16,14,14,17,14,6,5,0,17,9,16,17,1,15,11,1",0.003372278229759328
"17,16,17,14,7,11,14,15,17,16,13,17,8,17,0,8",0.0013874132332286537
"17,16,17,17,8,17,17,14,4,17,15,15,15,4,13,12,0",0.0022247996625896246
"15,17,10,17,17,17,17,9",0.002016414981281644
"14,17,5,16,5,17,10",0.0031784932657680557
"17,17,15,2,17,17,17,16,17,17,15,14,12,2,6,2",0.002596624388295216
"16,14,14,4,17,3,5,7",0.003178666190996455
"15,14,15,16,17,2,17,0,17,17,16,8,5,16,7,7,4",0.0026372383888659
"17,14,17,14,15,14,12,17,17,17,10,7,17,7,5",0.0016888438530528078
"17,17,16,15,16,16,17,3,16,5,14,17,17,5,3,2,2,11",0.0
"17,17,17,15,17,15,17,16,16,15,5,17,14,16,8,10,12,12,8,6,6",0.0012990050855930363
"16,5,15,17,17,17,16,14,16,17,2,1,17,4,4,10",0.003078779194803362
"15,17,16,12,17,17,3,15,16,17,15,16,4,0,11,7,4",0.002596624388295216
"17,16,17,2,14,17,12,13",0.001975100176731002
"17,15,4,14,17,17,16,17,3,17,14,17,17,10,17,2,12",0.0028870128165872006
"17,17,15,17,17,16,10,17,17,17,8,8",0.0031883576046240966
"15,16,11,17,15,17,14,15,2,17,17,16,0,14,11,15,5,5,3,8,1",7.227522405319456e-05
"17,14,3,16,17,9,16,7,14,15,14,6,15,0,17,8,7,6",0.001464040752476836
"17,14,17,16,0,1,15,7,17,14,15,14,17,3,5,9,0",0.0016386678281291823
"15,16,15,3,17,14,16,15,16,12,17,14,14,5,6,12,5,6,5,2,12",0.0009470599726509085
"17,17,15,15,15,17,1,15,17,17,16,14,17,11,12,0,13,0,2",0.002634769548144261
"17,15,6,14,17,14,6,10,17,12",0.0
"14,16,17,15,17,16,16,16,15,16,17,17,17,17,17,4,8,2,6,10,6,4,4,2",0.002596624388295216
"15,17,13,17,17,17,14,17,14,17,0,14,8,3,11",0.0018573594206271707
"15,1,17,15,16,16,17,13,16,17,11,10,7,16,11,10",0.0019896899472618616
"15,17,17,15,17,17,17,17,17,5,17,15,11,1,11",0.0029835069149161246
"15,17,7,17,14,14,15,0,2,17,17,17,8,17,9",0.001277552938599893
"14,14,14,13,3,15,15,1,15,17,10,15,16,15,8,7,5,10,7,8",0.003178277844264386
"14,8,17,15,16,14,4,16,17,16,16,15,17,10,0,17,8,4,6,11,3",0.0017165822270677011
"17,17,17,16,3,15,15,15,5,16,17,12,17,7,11,13",0.0017012606857214738
"17,15,17,17,0,17,17,17,16,15,16,17,3,14,4,17,1,7,3",0.0020150548504760993
"15,17,14,17,2,17,12,9",0.0
"17,14,17,0,17,15,8,16,17,15,1,17,10,8",0.0020163041349561405
"17,17,15,14,13,17,6,17,14,17,12,17,17,15,13,7",0.0018449788356542543
"14,15,17,9,17,17,1,14,14,17,3,8,5",0.0025971542609740466
"17,17,16,15,12,17,14,17,11,2,17,9",0.004129659616356571
"14,17,10,15,16,8,0,17,5",0.002600670601490813
"16,16,17,15,14,10,14,16,17,10,11,14,17,4,3,9,9,0",0.0
"16,17,14,17,17,17,9,6,15,15,15,17,11,15,9,6,10,5",0.0015399081122471963
"17,16,2,17,17,17,17,17,15,14,17,13,0,0",0.002599116589150421
"17,17,14,8,15,15,6,15,15,17,17,0,17,6,8,10",0.002596624388295216
"17,17,15,7,16,17,14,17,14,15,17,15,14,8,8,3,1,0,13,5",0.003177611922999081
"17,17,14,14,17,3,7,14,2,6",0.0025970060230562763
"16,16,5,17,16,11,17,5,17,17,17,17,15,17,9,13",0.004369976641959868
"17,17,15,17,17,15,10,11,5",0.003184767115014854
"17,17,17,14,3,14,0,17,17,15,0,17,14,6,7",0.0021896312794898952
"16,15,14,17,3,13,4,13",0.015351262670650965
"16,17,5,15,3,4",0.0012615595746957842
"16,17,15,17,14,17,17,17,3,16,17,2,17,5,7,17,11",0.0013373709198246132
"17,17,16,2,17,17,17,14,17,15,5,8,15,6,5",0.001281526791303362
"17,15,17,14,17,12,7,17,15,3,1",0.0027986307317656384
"17,16,9,17,15,14,16,14,17,6,4,14,16,14,11,1,10,3,6,11",0.002599881148290364
"16,9,16,0,17,16,17,17,14,11,17,6,17,1",0.0
"15,17,16,14,14,17,17,9,11,17,14,17,8,9,5,3",0.00259681333905964
"17,17,17,17,17,16,11,17,17,17,17,15,2,10",0.002605855730090618
"14,17,17,9,17,17,17,17,17,14,14,0,1,10",0.002596624388295216
"17,17,16,16,17,15,17,15,15,17,16,17,3,12,14,3,11,4,3,4,0",0.002025191604954241
"17,14,8,15,16,11,15,17,16,2,17,0,1,17,17,7",0.0018650517176697573
"17,17,14,2,16,8,15,17,11,15,8,5",0.0025972265330950163
"16,11,16,17,11,14,5,1",0.0
"15,17,17,15,17,0,14,0,17,15,14,17,13,9,12,13",0.003341647670990918
"17,17,17,16,17,16,13,4,16,14,8,16,17,12,13,2",0.0026183019304941543
"17,17,17,16,13,16,6,17,17,15,14,7,12,11",0.002596624388295216
"15,17,16,14,13,17,17,17,1,6,11",0.001342642953720112
"15,17,15,5,17,16,9,14,7,13,15,11,12",0.0
"15,17,14,17,15,14,17,15,16,14,3,17,16,17,4,10,7,3,0,5,4,1",0.00040034332472999577
"17,15,14,16,16,16,14,14,11,15,14,17,17,9,4,8,5,8,13,0,5,8",0.03660855784469096
"15,15,16,14,14,17,17,16,10,15,17,17,11,0,16,3,2,13,4,9,3",0.0032042357826492676
"14,11,15,15,10,17,8,17,1",0.0026012188568357744
"16,17,14,17,16,12,16,17,14,14,17,17,15,5,1,12,9,2,0,4",0.00130550497268525
"14,3,17,14,17,17,14,15,8,14,10,14,17,1,5,0,4",0.0023242820914610458
"17,14,6,14,16,0,17,17,14,17,3,17,17,7,8",0.0022556294615966267
"17,17,17,14,0,17,16,17,17,1,15,11,16,10,17,0",0.0
"17,15,12,15,17,17,14,14,14,17,15,16,17,4,0,10,11,4,5,10",0.004039977477477477
"17,17,15,16,15,17,15,10,14,1,14,13,4,17,9,6,10",0.004377970482272638
"15,15,16,14,16,17,17,15,14,3,6,15,17,12,14,13,1,8,10,1,11,1",7.212830970584765e-05
"14,17,17,17,15,13,15,15,17,6,17,15,14,11,8,2,10,10",0.0029796426557129325
"15,16,17,17,8,17,17,13,17,17,15,17,14,12,8,7",0.0025543424897385525
"16,16,15,15,8,17,17,16,11,2,14,8,17,4,2,5",0.0015078952648350098
"15,1,17,2",0.002795615615106127
"14,16,0,14,5,17,17,2,15,17,17,14,17,17,16,13,0,12,7",0.0025966484687264366
"15,17,2,13",0.003205627031887667
"17,16,14,15,1,0,6,15,5,17,16,17,1,3",0.001404607482175082
"15,16,14,14,17,13,2,2,15,9,17,3,17,2",0.0028594642838432652
"17,17,17,15,1,17,16,17,17,15,3,17,2,11",0.0
"17,17,14,17,17,17,16,17,17,11,15,17,16,5,7,13,6",0.0031756526171066455
"17,17,15,17,4,14,11,17,17,13",0.002611099035973628
"15,14,17,17,17,7,14,9,16,1,14,16,15,6,10,2,13,1",0.002596624388295216
"14,15,15,7,11,3,16,17,17,0,17,14,15,16,16,17,13,10,7,5,3",0.0018391421168334188
"15,15,2,1,1",0.0011541009636191724
"16,15,17,14,11,6,17,14,17,17,17,8,17,14,5,7,4",0.0013098893855669183
"17,15,3,17,17,17,17,15,9,14,15,14,15,17,8,6,11,4,5",0.0015547366425688284
"17,17,14,15,17,15,9,16,8,14,15,9,15,16,11,5,4,11,0,5",0.003174475930899034
"14,17,17,8,16,15,15,4,15,0,17,17,17,17,11,13,8",0.0025973358020881555
"17,15,17,5,17,15,13,14,17,1,16,3,7",0.003177492138877304
"15,17,17,14,3,4,16,11,17,14,9,17,15,14,5,15,11,12,5",0.002296550797983502
"17,15,17,17,17,17,17,17,16,5,16,17,17,17,14,12,10,11,7",0.00132886581302858
